_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LAUNDRY_ROOMS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
7672,,5,37,4,4,4,10/31/2019,4,4,3,4,,5,3,4,3,4,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152923,76,4,283  GILMOUR AVE ,4,,4,4,1965,2017
7673,4,17,216,3,4,4,10/31/2019,4,4,4,4,3,5,4,4,3,4,20,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152931,78,5,22  OAKMOUNT RD ,3,4,4,5,1965,2017
7674,5,21,330,4,3,3,11/04/2019,3,2,3,3,3,5,3,3,3,5,18,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152934,67,3,77  QUEBEC AVE ,2,,4,3,1969,2017
7675,4,20,331,4,4,4,10/31/2019,4,4,5,3,4,5,2,2,3,4,19,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152935,73,5,40  HIGH PARK AVE ,3,3,4,3,1969,2017
7676,3,3,10,,3,3,02/08/2019,3,2,2,3,,3,2,3,3,2,16,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4152943,55,3,340  HIGH PARK AVE ,3,,4,3,1940,2017
7677,5,10,108,4,4,5,03/13/2019,4,4,4,5,4,5,5,4,4,4,19,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152952,85,5,115  TYNDALL AVE ,4,3,4,4,1963,2017
7678,,6,77,3,4,3,03/08/2019,4,,4,3,,4,4,3,3,5,15,4,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153416,73,4,25  LEONARD AVE ,3,,11,4,1960,2017
7679,5,28,388,5,5,5,12/03/2019,5,5,5,5,5,5,5,5,5,,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153423,98,5,167  CHURCH ST ,5,4,13,5,2005,2017
7680,,4,20,4,4,4,12/03/2019,4,4,4,5,,3,5,4,5,4,17,5,,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153430,85,5,49  MUTUAL ST ,4,4,13,4,1918,2017
7681,3,4,10,,5,5,12/03/2019,3,4,5,5,,5,5,5,5,4,16,,5,PRIVATE,Evaluation needs to be conducted in 3 years,4153441,91,5,260  SHERBOURNE ST ,5,,13,4,1809,2017
7682,4,12,122,4,3,4,11/28/2019,4,4,3,3,,5,3,4,4,4,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153926,75,4,125  LAWTON BLVD ,3,,12,4,1962,2018
7683,5,17,235,5,5,5,11/28/2019,4,5,5,5,4,5,5,4,4,5,20,5,3,PRIVATE,Evaluation needs to be conducted in 3 years,4153932,92,5,25  LASCELLES BLVD ,3,5,12,4,1957,2017
7684,3,4,39,,4,3,03/14/2019,4,3,3,3,,5,4,4,3,3,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153934,72,5,130  ORIOLE PKWY ,4,3,12,4,1955,2017
7685,,3,17,,4,4,03/04/2019,4,3,3,5,,5,4,4,4,4,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153946,78,4,779  EGLINTON AVE W,4,3,12,4,1930,2017
7686,5,6,42,4,4,5,03/08/2019,5,3,5,5,,5,3,3,3,5,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153947,83,5,130  OLD FOREST HILL RD ,3,4,12,4,1967,2017
7687,,3,11,,5,4,11/18/2019,5,5,5,4,,5,5,5,5,5,15,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154429,95,5,2253  JANE ST ,4,,6,5,1965,2017
7688,,3,11,,5,4,11/18/2019,4,5,5,5,,5,5,4,5,4,15,,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154431,95,5,2257  JANE ST ,5,,6,5,1965,2017
7689,3,20,159,3,5,4,11/18/2019,4,4,4,4,3,5,4,4,4,4,20,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154434,80,4,195  EXBURY RD ,4,4,6,5,1968,2017
7690,3,20,154,3,3,4,11/30/2017,3,4,4,3,3,5,3,4,4,4,18,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154436,71,4,2425  JANE ST ,3,,6,3,1970,2017
7691,,3,12,,4,4,11/08/2019,3,4,3,4,,3,4,3,4,4,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154441,74,4,2954  KEELE ST ,4,4,6,3,1954,2017
7692,,4,100,3,3,4,11/18/2019,2,4,3,4,4,5,3,3,4,3,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154449,72,5,24  SEELEY DR ,4,,6,3,1959,2017
7693,4,4,40,4,4,4,11/18/2019,4,5,5,3,,5,5,4,4,4,17,,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154453,85,5,18  SKIPTON CRT ,4,,6,3,1958,2017
7694,3,3,57,3,4,4,12/18/2018,3,3,3,3,,5,3,3,4,4,17,,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154464,68,4,3700  KEELE ST ,4,,7,3,1962,2017
7695,5,14,206,5,5,4,11/18/2019,4,4,4,4,4,5,5,5,4,4,19,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154816,89,5,60  CLIPPER RD ,4,5,17,5,1972,2017
7696,3,13,153,5,3,5,11/07/2019,3,3,4,5,4,5,5,4,5,5,18,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154819,83,5,225  VAN HORNE AVE ,5,,17,3,1968,2017
7697,5,18,139,5,5,5,11/07/2019,4,5,4,5,5,5,5,4,5,5,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154827,94,5,175  SHAUGHNESSY BLVD ,4,4,17,5,1968,2017
7698,5,15,163,5,4,5,11/07/2019,4,4,4,5,,5,5,5,4,4,18,5,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154829,89,5,30  ESTERBROOKE AVE ,4,,17,4,1966,2017
7699,5,14,170,4,4,5,11/07/2019,5,4,5,4,5,5,4,4,5,4,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154831,91,5,2775  DON MILLS RD ,5,,17,5,1968,2017
7700,5,18,275,5,3,5,11/07/2019,5,5,5,5,5,5,4,3,3,5,18,,5,TCHC,Evaluation needs to be conducted in 3 years,4154847,92,5,1700  FINCH AVE E,5,,17,5,1979,2017
7701,3,4,14,,4,4,12/20/2018,4,4,4,4,,5,4,4,3,3,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155352,76,5,17  RIVERVIEW HTS ,4,,1,3,1953,2017
7702,,11,128,4,3,3,10/29/2019,3,2,3,4,3,4,4,4,3,4,18,5,3,TCHC,Evaluation needs to be conducted in 2 years,4155353,69,4,1025  SCARLETT RD ,3,,2,3,1994,2017
7703,5,13,123,4,4,5,10/28/2019,4,5,5,5,5,5,5,5,4,5,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155359,93,5,236  DIXON RD ,3,,1,5,1963,2017
7704,4,11,122,5,4,5,10/28/2019,3,4,4,4,3,5,4,4,3,4,20,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155363,80,4,25  WIDDICOMBE HILL ,4,4,2,4,1968,2018
7705,3,7,45,3,3,3,10/29/2019,4,3,3,3,,4,3,3,4,3,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155371,66,4,5294  DUNDAS ST W,3,,3,4,1960,2017
7706,5,10,118,4,3,4,01/04/2019,4,4,4,3,4,5,5,3,5,4,19,,2,PRIVATE,Evaluation needs to be conducted in 2 years,4155375,78,5,287  MARKLAND DR ,3,3,2,4,1965,2017
7707,3,13,149,5,5,5,10/29/2019,4,5,4,4,4,4,5,4,4,4,19,,2,PRIVATE,Evaluation needs to be conducted in 3 years,4155376,82,4,265  MARKLAND DR ,4,4,2,4,1965,2017
7708,5,9,218,3,4,4,12/18/2018,4,3,4,2,3,3,4,3,4,4,18,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155746,72,3,11  CATFORD RD ,3,,7,5,1968,2017
7709,2,3,11,,3,2,12/09/2019,1,1,2,3,,5,2,2,3,,14,,,PRIVATE,Building Audit,4155756,44,1,6  PINEWOOD AVE ,2,,12,2,1927,
7710,,3,45,,3,4,03/01/2019,4,3,4,3,,5,3,4,4,3,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155771,75,4,2495  LAKE SHORE BLVD W,4,4,3,4,1958,2017
7711,4,3,14,,4,5,01/16/2018,4,4,4,3,,5,4,4,4,,15,,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4156339,80,4,23  DURNFORD RD ,3,,25,4,1992,2018
7712,5,4,56,5,4,5,11/06/2019,5,4,4,5,4,5,4,5,4,4,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156640,90,5,34  ST DENNIS DR ,4,,16,5,1964,2017
7713,4,4,22,,4,4,10/30/2019,4,4,3,3,,5,4,4,3,4,16,,2,PRIVATE,Evaluation needs to be conducted in 2 years,4156652,74,4,134  BERRY RD ,3,,3,4,1954,2017
7714,4,20,419,3,3,3,11/28/2019,3,4,3,4,2,5,4,3,3,4,19,4,4,TCHC,Evaluation needs to be conducted in 2 years,4156664,68,4,4301  KINGSTON RD ,2,,24,3,1972,2017
7715,5,6,56,5,4,4,11/04/2019,4,3,4,4,,5,4,4,5,3,17,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152962,82,4,77  SPENCER AVE ,4,,4,4,1952,2017
7716,3,4,28,,3,3,02/15/2019,3,3,2,3,,5,3,4,3,3,16,,2,PRIVATE,Evaluation needs to be conducted in 1 year,4152966,64,4,124  TYNDALL AVE ,4,,4,3,1956,2017
7717,5,18,120,3,4,4,11/04/2019,4,5,5,4,3,5,3,3,3,4,19,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152972,77,4,90  TYNDALL AVE ,3,3,4,4,1962,2017
7718,4,7,65,4,4,4,11/04/2019,4,4,4,4,4,5,5,4,4,4,19,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4152974,82,5,40  TYNDALL AVE ,4,4,4,4,1965,2017
7719,3,10,80,3,3,3,03/06/2019,3,3,3,2,,5,2,2,3,3,17,,2,PRIVATE,Evaluation needs to be conducted in 1 year,4152992,58,3,100  JAMESON AVE ,3,,4,3,1960,2018
7720,,4,11,,3,3,12/03/2019,4,4,4,4,,5,5,4,3,4,15,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153446,81,5,80-82  PEMBROKE ST ,4,,13,5,1920,2017
7721,4,23,375,4,4,4,01/07/2019,4,4,4,4,4,4,4,4,4,4,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153476,79,4,140  CARLTON ST ,4,,13,4,1973,2017
7722,4,4,52,3,4,4,11/20/2019,3,3,2,4,,3,3,4,4,4,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153967,69,4,24  SHALLMAR BLVD ,4,,8,3,1960,2018
7723,4,9,53,4,4,3,01/09/2018,4,3,4,4,3,5,4,4,4,3,18,,4,TCHC,Evaluation needs to be conducted in 2 years,4153968,76,4,145  ELM RIDGE DR ,3,,8,4,1985,2017
7724,3,18,229,3,4,4,11/21/2019,3,3,3,3,3,5,3,3,4,3,19,,2,PRIVATE,Evaluation needs to be conducted in 1 year,4153969,65,5,140  ELM RIDGE DR ,3,3,8,2,1967,2017
7725,,3,18,,3,3,02/25/2019,3,3,3,3,,4,3,3,3,3,15,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153991,64,5,115  EGLINTON AVE W,3,3,12,3,1950,2017
7726,3,15,187,3,5,4,11/20/2019,4,5,5,4,4,5,4,4,3,4,20,4,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154483,79,4,120  SHELBORNE AVE ,3,4,8,5,1965,2017
7727,4,8,133,5,5,4,11/20/2019,4,5,5,5,4,5,4,4,5,4,19,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4154484,89,4,525  LAWRENCE AVE W,5,,8,5,1992,2017
7728,4,7,47,3,4,4,03/14/2019,4,4,4,4,4,5,4,3,4,3,19,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154499,76,4,3690  BATHURST ST ,4,3,8,4,1964,2017
7729,3,3,11,,3,3,12/12/2019,2,3,4,3,,5,3,3,3,3,17,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154502,62,3,89  NEPTUNE DR ,3,3,8,3,,
7730,4,8,106,5,4,4,02/26/2019,4,3,4,3,3,4,3,5,4,4,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155030,78,5,795  VAUGHAN RD ,4,,12,4,1966,2017
7731,5,6,54,4,4,4,02/21/2019,4,3,4,4,,5,4,5,4,4,18,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4155033,81,5,682  NORTHCLIFFE BLVD ,4,3,12,4,1960,2017
7732,3,11,86,3,4,4,02/21/2019,4,3,5,4,,4,4,3,3,3,17,,2,PRIVATE,Evaluation needs to be conducted in 2 years,4155038,71,5,633  NORTHCLIFFE BLVD ,3,,12,3,1968,2017
7733,,3,14,,4,4,02/13/2019,3,,,3,,5,3,4,3,3,12,,,PRIVATE,Evaluation needs to be conducted in 2 years,4155543,68,3,15  BIRCHLEA AVE ,3,,3,3,1950,2017
7734,4,7,97,3,3,2,10/30/2019,3,4,3,2,3,5,3,3,3,2,19,,4,PRIVATE,Evaluation needs to be conducted in 1 year,4155548,63,4,21  PARK BLVD ,3,3,3,3,1963,2017
7735,,4,13,,4,4,01/18/2019,4,4,4,4,,5,4,4,3,3,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156098,78,5,10  BEXHILL CRT ,3,4,2,3,1952,2017
7736,,15,180,3,4,3,01/28/2019,3,3,3,3,4,5,4,4,5,4,18,3,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152740,74,5,555  BRIMORTON DR ,4,,24,3,1965,2017
7737,4,3,23,,4,4,02/26/2019,2,4,3,4,,5,4,4,3,4,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152747,74,4,815  MIDLAND AVE ,4,,20,3,1965,2017
7738,4,10,61,4,3,4,03/05/2019,3,4,4,5,3,5,4,4,4,4,20,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153179,79,5,34  WALMER RD ,4,3,11,4,1971,2017
7739,,4,15,,4,3,12/20/2018,4,3,4,3,,5,3,4,3,3,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153182,70,3,161  CHRISTIE ST ,3,4,11,4,1965,2017
7740,3,4,21,,4,4,01/29/2019,3,4,3,4,,4,3,4,4,3,15,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153630,73,5,245-247  LOGAN AVE ,4,,14,3,1927,2017
7741,3,5,29,4,3,4,01/02/2018,4,4,4,4,4,5,4,4,4,4,18,,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153644,76,4,1119  GERRARD ST E,2,,14,4,1996,2017
7742,3,6,98,4,4,4,01/16/2019,3,4,4,4,5,5,5,4,4,4,20,3,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153656,80,5,100  UNITY RD ,4,4,14,3,1985,2017
7743,,14,350,4,3,3,02/01/2019,4,4,4,4,4,4,3,4,3,3,18,3,3,TCHC,Evaluation needs to be conducted in 2 years,4153659,70,4,145  STRATHMORE BLVD ,3,,14,3,1974,2017
7744,3,7,109,4,4,3,10/30/2019,3,4,3,3,3,5,3,3,4,4,19,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4154174,72,4,18  THORNCLIFFE PARK DR ,3,,15,4,1985,2017
7745,,3,14,,3,4,01/04/2019,5,4,4,4,,5,4,5,4,4,16,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154185,85,5,715  MILLWOOD RD ,4,5,15,5,1950,2017
7746,4,3,20,3,4,5,11/19/2019,4,4,4,5,,5,5,3,4,4,18,,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154665,84,5,225  WILSON AVE ,4,4,8,4,1960,2017
7747,3,3,26,,4,4,01/23/2019,3,4,4,4,,5,4,4,4,4,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154667,79,5,211  WILSON AVE ,4,3,8,4,1960,2017
7748,4,21,117,5,4,4,11/07/2019,4,5,5,5,4,5,5,5,4,4,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154698,90,5,15  CANYON AVE ,5,4,6,4,1962,2017
7749,3,9,56,4,4,4,01/24/2019,4,3,4,3,,5,5,4,3,3,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155049,76,4,822  ROSELAWN AVE ,4,,8,4,1960,2017
7750,3,5,56,4,3,2,11/20/2019,2,3,3,2,,5,3,3,3,2,17,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155054,59,4,1030  CASTLEFIELD AVE ,2,,8,3,1956,2017
7751,,3,34,,4,4,01/17/2020,4,4,4,4,,5,4,4,5,4,15,,5,PRIVATE,Evaluation needs to be conducted in 3 years,4156108,84,3,2525  LAKE SHORE BLVD W,5,,3,4,1952,2017
7752,4,6,58,4,4,4,01/25/2019,3,3,3,4,,4,4,4,4,4,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152775,74,3,1  BRIMLEY RD ,4,,20,4,1961,2017
7753,5,9,133,5,3,5,11/28/2019,5,5,5,3,5,5,5,5,5,5,20,5,3,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4152786,90,3,3555  KINGSTON RD ,5,3,24,5,1992,2017
7754,4,6,68,3,3,3,01/03/2018,3,3,3,3,3,5,4,3,4,3,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152787,66,3,3101  EGLINTON AVE E,3,,20,3,1965,2017
7755,3,7,82,5,3,5,11/20/2019,3,3,3,5,,5,5,3,5,5,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152790,79,5,3131  EGLINTON AVE E,3,,20,3,1960,2017
7756,,3,20,,4,3,12/28/2018,3,3,3,4,,5,5,4,4,4,15,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153195,75,5,399  DUPONT ST ,3,,11,3,1913,2017
7757,4,4,12,,4,4,01/10/2018,4,3,4,3,,5,3,4,4,4,15,,,TCHC,Evaluation needs to be conducted in 2 years,4153215,76,3,25  MADISON AVE ,4,,11,4,1989,2018
7758,4,3,17,,5,4,11/26/2019,4,5,4,4,,5,4,4,4,4,15,,,PRIVATE,Evaluation needs to be conducted in 3 years,4153218,85,5,93-99  MADISON AVE ,4,,11,4,1907,2017
7759,4,9,52,4,4,4,03/19/2019,4,4,3,4,,5,4,4,3,4,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153224,78,5,169  ST GEORGE ST ,4,3,11,4,1956,2017
7760,,3,17,,4,4,01/31/2019,3,3,4,3,,3,3,4,4,3,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153664,71,4,2269  QUEEN ST E,4,,19,4,1927,2017
7761,,3,27,,3,4,02/01/2019,3,4,4,4,,3,3,3,3,3,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153666,66,3,2373  QUEEN ST E,3,,19,3,1930,2017
7762,,4,29,,3,4,03/08/2019,4,4,4,4,,5,3,3,4,4,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153669,76,4,2451  QUEEN ST E,3,,19,4,1920,2017
7763,,4,16,,3,3,03/08/2019,4,4,4,4,,5,3,4,3,4,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153670,73,3,2453  QUEEN ST E,3,,19,4,1920,2017
7764,,3,15,,4,4,03/01/2019,3,4,4,3,,5,3,4,4,4,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153676,75,3,204  KINGSTON RD ,4,4,19,4,1934,2017
7765,4,4,36,,4,3,12/27/2017,3,4,4,4,,5,3,4,2,3,16,,3,TCHC,Evaluation needs to be conducted in 2 years,4153683,70,4,98  ELMER AVE ,3,,19,3,1955,2017
7766,5,6,49,5,3,5,10/30/2019,3,5,3,4,,3,3,3,5,5,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154192,80,5,972  EGLINTON AVE E,5,,15,3,1962,2017
7767,5,4,50,5,3,5,10/30/2019,5,5,5,4,,5,3,3,5,5,17,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154193,89,5,970  EGLINTON AVE E,5,,15,5,1965,2017
7768,,4,16,,3,3,12/13/2018,3,4,4,4,,5,4,4,3,3,15,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154197,75,5,31  BRENTCLIFFE RD ,3,,15,4,1958,2017
7769,3,3,10,,3,3,01/09/2019,3,3,4,3,,5,3,4,4,,15,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154216,69,3,1748  WILSON AVE ,4,,7,3,1973,2017
7770,,4,21,,3,3,02/22/2019,4,4,4,4,,5,4,4,3,5,15,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155084,79,4,3  NASHVILLE AVE ,4,,5,4,1957,2017
7771,,4,29,,4,4,01/23/2019,3,4,4,4,,5,5,5,4,3,16,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155094,83,5,2  GREENTREE CRT ,4,4,5,4,1955,2017
7772,4,4,11,,4,4,03/06/2019,4,5,3,4,,1,3,4,3,4,15,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153145,76,5,8  BEACONSFIELD AVE ,4,,9,5,1932,2017
7773,,4,27,,3,2,03/06/2019,3,3,2,2,,2,2,2,3,2,14,,,PRIVATE,Building Audit,4153149,50,4,225  GLADSTONE AVE ,2,,9,3,1911,2019
7774,3,4,15,,3,4,01/08/2018,3,4,4,4,,5,3,3,3,,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153592,70,3,2  PROSPECT ST ,3,,13,4,1910,2017
7775,,22,568,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153601,64,,650  PARLIAMENT ST ,,,13,,1969,2017
7776,4,4,14,,4,3,12/04/2019,3,4,4,3,,5,3,4,3,3,16,4,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153620,73,4,970  EASTERN AVE ,3,,14,4,1989,2017
7777,5,12,118,3,4,4,12/13/2018,4,4,4,4,4,5,3,3,5,4,19,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154113,80,4,75  COSBURN AVE ,4,4,14,4,1968,2018
7778,5,10,73,3,4,4,12/09/2019,4,5,4,4,4,5,4,4,3,5,19,,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154115,79,4,101  COSBURN AVE ,4,4,14,3,1960,2017
7779,3,6,49,3,3,3,12/04/2019,3,4,5,3,,5,3,3,2,3,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154123,68,5,51  GAMBLE AVE ,3,,14,3,1960,2017
7780,,4,38,,3,3,01/02/2019,3,3,3,3,,5,2,4,3,3,16,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154142,64,4,9  ELMSDALE RD ,3,3,14,3,1945,2017
7781,3,12,120,4,3,3,01/15/2019,4,4,4,3,3,5,3,4,4,4,20,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154631,71,3,6010  BATHURST ST ,3,3,6,4,1969,2017
7782,3,3,20,,3,4,02/12/2019,3,4,4,3,,5,3,4,4,3,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154636,73,3,15  WILMINGTON AVE ,4,,6,4,1958,
7783,3,6,130,3,4,4,02/28/2019,4,3,5,4,,5,5,4,4,5,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155012,82,5,440  WINONA DR ,4,4,12,4,1955,2017
7784,,3,29,,3,3,03/07/2019,4,4,4,4,,5,3,3,3,2,15,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155019,67,3,370  WESTMOUNT AVE ,2,,9,4,1950,2017
7785,,3,41,5,4,4,02/20/2019,4,3,4,3,,5,4,5,3,4,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155031,78,5,1801  EGLINTON AVE W,3,,12,3,1960,
7786,,3,24,,3,3,02/28/2019,3,3,3,3,,5,3,3,3,2,15,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155036,63,4,560  OAKWOOD AVE ,3,,12,3,1960,2017
7787,4,7,110,4,4,4,02/13/2019,4,3,4,4,,5,5,4,5,4,17,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4155044,82,5,110  MARLEE AVE ,4,,8,4,1960,2017
7788,3,7,97,3,3,3,10/30/2019,3,2,3,3,2,3,3,3,3,3,20,2,4,PRIVATE,Evaluation needs to be conducted in 1 year,4155547,60,4,31  PARK BLVD ,3,3,3,4,1963,2017
7789,,3,11,,4,4,10/30/2019,4,3,3,4,,5,3,4,3,4,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155552,75,4,22 A  LONG BRANCH AVE ,4,3,3,4,1957,2017
7790,4,12,196,4,4,3,11/25/2019,5,4,4,4,3,4,4,3,5,3,18,,4,TCHC,Evaluation needs to be conducted in 2 years,4155568,78,4,7  GLAMORGAN AVE ,4,,21,4,1971,2017
7791,4,13,128,3,4,4,11/28/2019,5,4,5,3,4,5,5,4,5,3,19,4,4,TCHC,Evaluation needs to be conducted in 3 years,4155571,84,5,65  GREENBRAE CRCT ,4,,24,5,1970,2017
7792,5,20,238,5,5,5,11/27/2019,5,4,4,5,4,5,4,4,4,4,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156076,89,5,1580  SANDHURST CRCL ,4,,23,4,1979,2017
7793,5,23,227,5,3,5,10/29/2019,5,5,5,5,5,5,5,5,3,5,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156090,95,5,110  ERSKINE AVE ,5,5,15,5,1972,2017
7794,4,15,131,4,4,4,01/24/2019,3,4,4,5,4,4,5,3,3,4,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4156494,76,4,4750  JANE ST ,3,,7,3,1974,2017
7795,5,6,48,5,3,5,11/27/2019,4,4,3,3,,3,3,3,5,4,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152739,79,5,3210  LAWRENCE AVE E,5,3,24,5,1960,2017
7796,4,14,192,4,4,4,12/05/2017,4,4,4,4,4,5,4,4,4,4,19,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152750,79,3,30  GILDER DR ,4,3,21,4,1954,2017
7797,3,4,67,5,4,4,11/26/2019,2,4,4,3,,5,4,4,2,4,17,,5,PRIVATE,Evaluation needs to be conducted in 2 years,4152751,74,4,1320  DANFORTH RD ,3,,21,3,1969,2017
7798,5,7,95,4,5,5,11/26/2019,4,5,4,4,4,5,4,4,4,4,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152756,87,5,1284  DANFORTH RD ,4,4,21,4,1960,2017
7799,3,6,66,3,3,3,02/01/2019,3,3,3,4,2,4,3,3,3,1,18,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4152762,59,4,25  TRUDELLE ST ,2,,21,3,1963,2018
7800,3,3,18,,3,4,03/01/2019,3,3,4,4,,3,2,5,4,4,15,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153158,73,5,1  HAVELOCK ST ,4,,9,4,1905,2017
